poi_a,poi_b,name_a,name_b,category_a,category_b,itinerary_category_a,itinerary_category_b,latitude_a,longitude_a,latitude_b,longitude_b,distance_m,name_similarity,same_itinerary_category,decision
HYD033266,HYD033750,Biryani's & More,Rajugari Pulav,restaurant,restaurant,Food,Food,17.4071414,78.3926167,17.4069621,78.3923977,30.649,0.286,True,Likely Distinct
HYD009360,HYD009365,Cine Polis,Easy Buy,mall,mall,Shopping,Shopping,17.400037779999998,78.55497666,17.4002079,78.5552036,30.652,0.222,True,Likely Distinct
HYD004290,HYD005540,Denim,RK Shoppie Mobiles,clothes,electronics,Shopping,Shopping,17.4745027,78.5683207,17.4747372,78.5681694,30.654,0.174,True,Likely Distinct
HYD001956,HYD032000,New Nilofer,Hanuman Temple,cafe,place_of_worship,Food,Religion,17.3996049,78.4629214,17.3994627,78.462674,30.676,0.32,False,Likely Distinct
HYD005752,HYD034687,Dadu's,Cost 2 Cost,fast_food,shoes,Food,Shopping,17.441481,78.4879056,17.4417416,78.4878117,30.676,0.235,False,Likely Distinct
HYD006840,HYD034845,Marwadi tea centre,Paper supply store,grocery,stationery,Food,Shopping,17.3763771,78.4716099,17.3766046,78.4714469,30.677,0.333,False,Likely Distinct
HYD001622,HYD034834,Spark Academy,Lucky Gaming Zone,books,stationery,Shopping,Shopping,17.4736598,78.5696556,17.4737465,78.5693814,30.68,0.2,True,Likely Distinct
HYD009122,HYD035525,GRT Jewellers,Sri Navayuga Tea Shop,jewelry,tea,Shopping,Food,17.4956193,78.332487,17.4954635,78.3322487,30.681,0.235,False,Likely Distinct
HYD008801,HYD033527,Grand Continent,Konaseema Ruchulu,hotel,restaurant,Accommodation,Food,17.4266608,78.3295403,17.4265967,78.3292593,30.685,0.188,False,Likely Distinct
HYD000556,HYD001946,Cinderella Bakery,Mother India,bakery,cafe,Food,Food,17.4621556,78.4910961,17.4621741,78.4913844,30.689,0.276,True,Likely Distinct
HYD004232,HYD006875,Avvari,Om Sai,clothes,guest_house,Shopping,Accommodation,17.4453893,78.386632,17.4454143,78.3863441,30.703,0.333,False,Likely Distinct
HYD009041,HYD033354,Ibaco,Dominos's Pizza,ice_cream,restaurant,Food,Food,17.4931891,78.4040938,17.4931701,78.4038054,30.703,0.2,True,Likely Distinct
HYD004215,HYD009369,AEROPOSTAL,GVK One,clothes,mall,Shopping,Shopping,17.4190714,78.4483781,17.41924682058823,78.44860120882353,30.705,0.118,True,Likely Distinct
HYD001773,HYD034817,Suguna Chicken Center,Balaji Stationary Store,butcher,stationery,Food,Shopping,17.4979571,78.3572254,17.498143520000003,78.3574385,30.707,0.227,False,Likely Distinct
HYD001925,HYD033692,Karachi Cafe,Paradise,cafe,restaurant,Food,Food,17.4415605,78.3767286,17.4415418,78.3764401,30.711,0.5,True,Likely Distinct
HYD008820,HYD008831,Hotel Halycon Jubilee,Hotel Serenity Elite,hotel,hotel,Accommodation,Accommodation,17.435497939999998,78.40741326,17.4352453,78.4072971,30.711,0.439,True,Likely Distinct
HYD005123,HYD032488,Bhaskar Kirana and General Store,Sri Bala Anjaneya Swamy Temple,convenience,place_of_worship,Shopping,Religion,17.471647033333333,78.53641243333334,17.47189278,78.53654406000001,30.721,0.419,False,Likely Distinct
HYD000229,HYD004600,Y S Rajashekar Reddy,Dostea,artwork,coffee,Culture & Heritage,Food,17.4519876,78.3915,17.4517138,78.3915362,30.721,0.154,False,Likely Distinct
HYD005079,HYD005966,mithai wala,Subway,confectionery,fast_food,Food,Food,17.36769742,78.54034734,17.3679097,78.5401625,30.722,0.235,True,Likely Distinct
HYD008598,HYD008654,KL reddy boys hostel,Pedhamma thalli hostel,hostel,hostel,Accommodation,Accommodation,17.3942905,78.4359597,17.3945422,78.4360784,30.725,0.476,True,Likely Distinct
HYD008654,HYD009357,Pedhamma thalli hostel,Chennai shopping mall,hostel,mall,Accommodation,Shopping,17.3945422,78.4360784,17.3948182,78.4360746,30.727,0.233,False,Likely Distinct
HYD031833,HYD031889,Bada Ganesh,Dargah,place_of_worship,place_of_worship,Religion,Religion,17.410790740000003,78.46402018,17.4108167,78.4637321,30.732,0.588,True,Likely Distinct
HYD004546,HYD034710,Walkway Footwear,msl footwear,clothes,shoes,Shopping,Shopping,17.4774946,78.5622772,17.4776761,78.5620591,30.737,0.714,True,Likely Distinct
HYD006258,HYD031152,Wate Fountain,Shaili Gardens GHMC Park 1,fountain,park,Nature & Outdoors,Nature & Outdoors,17.5016943,78.546481,17.50154092,78.54624033999998,30.738,0.154,True,Likely Distinct
HYD001962,HYD034005,Paradise Cafe,Zam Zam Hotel,cafe,restaurant,Food,Food,17.4417083,78.487255,17.4419726,78.4873391,30.748,0.231,True,Likely Distinct
HYD008794,HYD035388,Dolphin Curries,Vijetha Super Market,hotel,supermarket,Accommodation,Shopping,17.4944322,78.3213661,17.4945769,78.3216127,30.748,0.229,False,Likely Distinct
HYD009899,HYD033686,Planet M,Papaji Dhaba,music,restaurant,Entertainment,Food,17.3976021,78.5122721,17.3976133,78.5119828,30.751,0.3,False,Likely Distinct
HYD005356,HYD008616,Sri Datta Sai Kirana and General Stores,M S R Ladies Luxury Hostel,department_store,hostel,Shopping,Accommodation,17.4860243,78.3870097,17.4861744,78.3872528,30.754,0.308,False,Likely Distinct
HYD003834,HYD033283,Vijetha Cinemas,Brothers Bawarchi,cinema,restaurant,Entertainment,Food,17.4543396,78.4191447,17.4541799,78.419381,30.755,0.312,False,Likely Distinct
HYD008787,HYD033622,Club Villa,Mist - Poolside Kitchen,hotel,restaurant,Accommodation,Food,17.389813185714285,78.31720244285714,17.389708180000003,78.3169346,30.755,0.065,False,Likely Distinct
HYD003772,HYD034732,PVR Cinemas,Decathlon,cinema,sports,Entertainment,Recreation & Sports,17.4463392,78.3642127,17.4464137,78.3639336,30.781,0.2,False,Likely Distinct
HYD005180,HYD032554,jaya steel palace,Sri Veera Brahmendra Swamy Devalayam,convenience,place_of_worship,Shopping,Religion,17.3308561,78.569402,17.33111842,78.56949366,30.781,0.113,False,Likely Distinct
HYD004474,HYD034841,S kumar clothes,Narsing Stamps & Zerox,clothes,stationery,Shopping,Shopping,17.473735,78.5693707,17.4738683,78.5691165,30.807,0.229,True,Likely Distinct
HYD033589,HYD033646,ManiChandana Restaurant,Napasang restaurant,restaurant,restaurant,Food,Food,17.4414246,78.3598766,17.4414984,78.359597,30.811,0.619,True,Likely Distinct
HYD005180,HYD035190,jaya steel palace,More,convenience,supermarket,Shopping,Shopping,17.3308561,78.569402,17.3305796,78.5693859,30.827,0.095,True,Likely Distinct
HYD004367,HYD004493,Levi's,Shoppers Stop,clothes,clothes,Shopping,Shopping,17.4189423,78.448856,17.4186746,78.4487814,30.836,0.316,True,Likely Distinct
HYD004591,HYD006062,sonali womens wear,Hot Blood Gym,clothes,fitness_centre,Shopping,Recreation & Sports,17.5018502,78.4263552,17.501936,78.426079,30.85,0.258,False,Likely Distinct
HYD009258,HYD034866,Leather Belt shop,Stationary centre,leather,stationery,Shopping,Shopping,17.3718031,78.465275,17.3719343,78.4655309,30.854,0.294,True,Likely Distinct
HYD033341,HYD033405,Desi Dhabha,Golconda Chef,restaurant,restaurant,Food,Food,17.4458496,78.3925347,17.4455723,78.3925382,30.871,0.167,True,Likely Distinct
HYD005515,HYD034841,Electronics Hub,Narsing Stamps & Zerox,electronics,stationery,Shopping,Shopping,17.4737622,78.5693851,17.4738683,78.5691165,30.876,0.171,True,Likely Distinct
HYD033205,HYD033354,Anupama Restaurant,Dominos's Pizza,restaurant,restaurant,Food,Food,17.493387,78.4036242,17.4931701,78.4038054,30.876,0.061,True,Likely Distinct
HYD003775,HYD005505,PVR Next Premia,CeX,cinema,electronics,Entertainment,Shopping,17.4208001,78.4554217,17.4210662,78.4553392,30.891,0.222,False,Likely Distinct
HYD009384,HYD033257,Lulu Mall,Bharateeyam The Indian Cusine,mall,restaurant,Shopping,Food,17.490053560000003,78.39306922,17.4900031,78.3927832,30.892,0.053,False,Likely Distinct
HYD001622,HYD005515,Spark Academy,Electronics Hub,books,electronics,Shopping,Shopping,17.4736598,78.5696556,17.4737622,78.5693851,30.908,0.143,True,Likely Distinct
HYD000530,HYD005756,Banglore Bakers,Delhi Chat Food Court,bakery,fast_food,Food,Food,17.529758,78.2641518,17.5297822,78.2638617,30.928,0.167,True,Likely Distinct
HYD000601,HYD034067,Karachi Bakery,palamuru grill,bakery,restaurant,Food,Food,17.3610124,78.5445215,17.3611551,78.5447714,30.932,0.214,True,Likely Distinct
HYD005816,HYD033443,HazelNut Bakers,HighLand NonVeg,fast_food,restaurant,Food,Food,17.4647351,78.3671468,17.4644587,78.3671147,30.957,0.2,True,Likely Distinct
HYD005203,HYD006154,Health & Glow,Florance Flora,cosmetics,florist,Shopping,Shopping,17.4402213,78.4821607,17.4401314,78.4824366,30.964,0.16,True,Likely Distinct
HYD000212,HYD005823,Saraswati Statue,Hungry Jacks,artwork,fast_food,Culture & Heritage,Food,17.538323,78.3847786,17.5384941,78.3850086,30.976,0.071,False,Likely Distinct
HYD004334,HYD005241,Jyothika fashions,JERSEY,clothes,dairy,Shopping,Food,17.4743011,78.5511631,17.474572,78.5512315,31.019,0.174,False,Likely Distinct
HYD005044,HYD034653,Lakshmi sweet shop,Fish kart,confectionery,seafood,Food,Food,17.3968459,78.377668,17.3971137,78.3777496,31.046,0.296,True,Likely Distinct
HYD009356,HYD033205,Chennai Shopping Mall,Anupama Restaurant,mall,restaurant,Shopping,Food,17.493632440000003,78.40348536,17.493387,78.4036242,31.048,0.205,False,Likely Distinct
HYD005834,HYD006183,Jntu Canteen,Chai Ki Bandi,fast_food,food_court,Food,Food,17.4941428,78.3928481,17.4943808,78.3926954,31.064,0.24,True,Likely Distinct
HYD009061,HYD033913,Scoops Ice cream Parlour,Tasty Touch,ice_cream,restaurant,Food,Food,17.3313325,78.5883686,17.3311371,78.5881597,31.071,0.229,True,Likely Distinct
HYD004430,HYD005848,Pepe Jeans,KFC,clothes,fast_food,Shopping,Food,17.4190828,78.4485194,17.4188116,78.4485887,31.074,0.0,False,Likely Distinct
HYD000513,HYD008874,Bakery,Maruthi Residence,bakery,hotel,Food,Accommodation,17.3528878,78.5563781,17.352762,78.5561168,31.085,0.174,False,Likely Distinct
HYD000509,HYD009899,Baker's Q,Planet M,bakery,music,Food,Entertainment,17.3978714,78.5123497,17.3976021,78.5122721,31.091,0.353,False,Likely Distinct
HYD005841,HYD009384,KFC,Lulu Mall,fast_food,mall,Food,Shopping,17.4900784,78.3927776,17.490053560000003,78.39306922,31.095,0.0,False,Likely Distinct
HYD001609,HYD034675,Himalaya Book World,Bata,books,shoes,Shopping,Shopping,17.4262464,78.4511378,17.4260543,78.4509251,31.107,0.174,True,Likely Distinct
HYD032767,HYD035692,sai baba temple,Raavi (Peepal) and Vepa (Neem) tree,place_of_worship,tree,Religion,Nature & Outdoors,17.38630374,78.43965566,17.3865298,78.4398279,31.111,0.391,False,Likely Distinct
HYD004318,HYD004490,INDIAN TERRAIN CLOTHES,She Trends,clothes,clothes,Shopping,Shopping,17.4784412,78.5598978,17.4783107,78.5601569,31.117,0.188,True,Likely Distinct
HYD032780,HYD034883,shivalayam,vikas book point,place_of_worship,stationery,Religion,Shopping,17.3970603,78.5027834,17.3970311,78.5024919,31.13,0.154,False,Likely Distinct
HYD033353,HYD033808,Domino's pizza,Santosh Dhaba,restaurant,restaurant,Food,Food,17.3924277,78.5105786,17.3921507,78.5106188,31.13,0.148,True,Likely Distinct
HYD009444,HYD033985,"ZUDIO, JNTUH, KPHB",Vistara,mall,restaurant,Shopping,Food,17.4954617,78.3949732,17.4957046,78.3951187,31.144,0.174,False,Likely Distinct
HYD008671,HYD033871,Satyalaxmi PG Mens Hostel,Sri Sai Venkateshwara Hotel,hostel,restaurant,Accommodation,Food,17.4417668,78.3910338,17.4415454,78.3912131,31.146,0.5,False,Likely Distinct
HYD009357,HYD009358,Chennai shopping mall,Chimanlal suresh kumar textiles,mall,mall,Shopping,Shopping,17.3948182,78.4360746,17.3947815,78.4357837,31.165,0.423,True,Likely Distinct
HYD003810,HYD033320,Shiva Parvathi,Chutneys,cinema,restaurant,Entertainment,Food,17.4966072,78.39699183333333,17.496371579999998,78.3968333,31.168,0.091,False,Likely Distinct
HYD009196,HYD009460,kushals jewelry,wedding hub,jewelry,mall,Shopping,Shopping,17.3603166,78.5438761,17.36046358,78.5436262,31.179,0.154,True,Likely Distinct
HYD005880,HYD035388,Masala Chapati Chat,Vijetha Super Market,fast_food,supermarket,Food,Shopping,17.4947935,78.3214265,17.4945769,78.3216127,31.184,0.154,False,Likely Distinct
HYD005018,HYD005790,Balaji Mahesh Mithai,Domino's,confectionery,fast_food,Food,Food,17.4064158,78.4512735,17.4061379,78.4513106,31.186,0.143,True,Likely Distinct
HYD005170,HYD008953,Sri Balaji Kirana,Surya Residency,convenience,hotel,Shopping,Accommodation,17.4415504,78.448547,17.4412748,78.4484934,31.203,0.25,False,Likely Distinct
HYD033460,HYD034005,Hotel Persis Paradise,Zam Zam Hotel,restaurant,restaurant,Food,Food,17.4417049,78.4874265,17.4419726,78.4873391,31.213,0.294,True,Likely Distinct
HYD004318,HYD004458,INDIAN TERRAIN CLOTHES,Rekha Fashions,clothes,clothes,Shopping,Shopping,17.4784412,78.5598978,17.4783026,78.5601533,31.216,0.167,True,Likely Distinct
HYD001957,HYD005069,Nilofer Cafe,Sweet Shop,cafe,confectionery,Food,Food,17.3996015,78.4627111,17.3998818,78.4627205,31.219,0.091,True,Likely Distinct
HYD034834,HYD034841,Lucky Gaming Zone,Narsing Stamps & Zerox,stationery,stationery,Shopping,Shopping,17.4737465,78.5693814,17.4738683,78.5691165,31.231,0.378,True,Likely Distinct
HYD001629,HYD006778,Universal book depot,Archies gallery,books,gift,Shopping,Shopping,17.3944731,78.4395206,17.3945009,78.4392278,31.251,0.171,True,Likely Distinct
HYD004356,HYD009359,Kumar Shirts,China Bazar,clothes,mall,Shopping,Shopping,17.5135378,78.4471011,17.5138042,78.4470082,31.254,0.174,True,Likely Distinct
HYD005688,HYD005693,Balaji Hyderabad Mithai Bhandar,Brickwood,fast_food,fast_food,Food,Food,17.4413554,78.388307,17.4412498,78.3885797,31.257,0.15,True,Likely Distinct
HYD001838,HYD033647,Cafe Ice Magic,Naseeb Kalyani Biryani,cafe,restaurant,Food,Food,17.3940604,78.4423952,17.3939854,78.4426792,31.297,0.389,True,Likely Distinct
HYD005534,HYD035242,Pai International electronics,Ratnadeep,electronics,supermarket,Shopping,Shopping,17.481972419999998,78.55441546,17.4818864,78.5541349,31.298,0.316,True,Likely Distinct
HYD008803,HYD008908,Green Wood Villa,Palm Villa,hotel,hotel,Accommodation,Accommodation,17.39020706,78.31614808,17.389974544444446,78.3163138,31.301,0.462,True,Likely Distinct
HYD005203,HYD035519,Health & Glow,Irani Chai Ho Jaye,cosmetics,tea,Shopping,Food,17.4402213,78.4821607,17.4404866,78.482063,31.303,0.138,False,Likely Distinct
HYD001823,HYD036144,Cafe Coffee Day,Fastrack,cafe,watches,Food,Shopping,17.4418023,78.4469069,17.441521,78.446909,31.315,0.087,False,Likely Distinct
HYD005504,HYD034818,CP plus,Bisleri,electronics,stationery,Shopping,Shopping,17.4740681,78.568744,17.473918,78.5689935,31.327,0.143,True,Likely Distinct
HYD000492,HYD033281,Hi-Tech Leather and Luggage,Brickwood Pizza,bag,restaurant,Shopping,Food,17.4414659,78.3882116,17.4412922,78.3884437,31.33,0.238,False,Likely Distinct
HYD004490,HYD009177,She Trends,Sri Ganesh Jewellers,clothes,jewelry,Shopping,Shopping,17.4783107,78.5601569,17.478417,78.5598837,31.336,0.333,True,Likely Distinct
HYD004458,HYD009177,Rekha Fashions,Sri Ganesh Jewellers,clothes,jewelry,Shopping,Shopping,17.4783026,78.5601533,17.478417,78.5598837,31.338,0.294,True,Likely Distinct
HYD004507,HYD005546,Srinivasa mall,Reliance Digital,clothes,electronics,Shopping,Shopping,17.4766829,78.5641652,17.4767328,78.5638748,31.339,0.4,True,Likely Distinct
HYD034696,HYD035274,SSS Footwear,Ratndeep,shoes,supermarket,Shopping,Shopping,17.4939615,78.4048094,17.4936849,78.4047544,31.34,0.2,True,Likely Distinct
HYD004230,HYD004418,Armani Exchange,New U,clothes,clothes,Shopping,Shopping,17.419413,78.4483258,17.4193023,78.4485972,31.348,0.2,True,Likely Distinct
HYD008746,HYD008754,sai kamala hostel,sri venkateshwara boys hostel,hostel,hostel,Accommodation,Accommodation,17.366627,78.522039,17.3668948,78.5219477,31.349,0.609,True,Likely Distinct
HYD000553,HYD000564,Cake factory,FB cakes,bakery,bakery,Food,Food,17.4736611,78.5696238,17.4736071,78.5699135,31.35,0.4,True,Likely Distinct
HYD032739,HYD032800,peddamma temple,sri renukaaellama devaalayam,place_of_worship,place_of_worship,Religion,Religion,17.5645579,78.4555542,17.5648215,78.4556585,31.365,0.326,True,Likely Distinct
HYD004474,HYD005483,S kumar clothes,Ajay mobiles,clothes,electronics,Shopping,Shopping,17.473735,78.5693707,17.4736829,78.569661,31.373,0.37,True,Likely Distinct
HYD009121,HYD034037,Emmadi Silver Jewelry,guma gumalu,jewelry,restaurant,Shopping,Food,17.4913295,78.4075692,17.4913568,78.4072751,31.383,0.25,False,Likely Distinct
HYD005959,HYD006193,Subway,Dosa Plaza,fast_food,food_court,Food,Food,17.4954729,78.3534265,17.4952213,78.353293,31.392,0.25,True,Likely Distinct
HYD000637,HYD033700,Paradise Bakery,Paradise Secunderabad,bakery,restaurant,Food,Food,17.4416997,78.4871283,17.4414783,78.4873114,31.394,0.611,True,Likely Distinct
HYD003728,HYD003811,Arjun Theatre,Shiva Parvathi Theatre,cinema,cinema,Entertainment,Entertainment,17.4969319,78.3969152,17.4966507,78.3969378,31.395,0.571,True,Likely Distinct
HYD001622,HYD004474,Spark Academy,S kumar clothes,books,clothes,Shopping,Shopping,17.4736598,78.5696556,17.473735,78.5693707,31.395,0.429,True,Likely Distinct
HYD004309,HYD007017,Gokulam,Castrol Bike repair,clothes,hardware,Shopping,Shopping,17.4756167,78.5680322,17.4758847,78.56794,31.4,0.231,True,Likely Distinct
HYD009364,HYD035099,Dmart Uppal,DMart,mall,supermarket,Shopping,Shopping,17.4002948,78.5549504,17.4000389,78.5550753,31.424,0.625,True,Likely Distinct
HYD004299,HYD004583,Fantoosh Cloth Store,narsingh,clothes,clothes,Shopping,Shopping,17.433897,78.446135,17.4336895,78.4463356,31.424,0.214,True,Likely Distinct
HYD004450,HYD033734,Raymond show room,Prince Hotel,clothes,restaurant,Shopping,Food,17.3942999,78.4421261,17.3945727,78.4422032,31.453,0.345,False,Likely Distinct
HYD006166,HYD034840,Pani puri and chat centre,Nandi Stationery,food,stationery,Food,Shopping,17.381659,78.4752665,17.3814293,78.475439,31.456,0.439,False,Likely Distinct
HYD005008,HYD033329,Adarsh Mithai Bhandar,Dastarkhan,confectionery,restaurant,Food,Food,17.4026748,78.4611804,17.4026359,78.4614738,31.461,0.387,True,Likely Distinct
HYD004296,HYD005216,Fabindia,The Body Shop,clothes,cosmetics,Shopping,Shopping,17.4195286,78.4482999,17.4192461,78.4482913,31.461,0.19,True,Likely Distinct
HYD033763,HYD034711,Red Bucket,shoe town,restaurant,shoes,Food,Shopping,17.4897612,78.60148,17.490041,78.601522,31.465,0.316,False,Likely Distinct
HYD008563,HYD032327,Dwaraka Mens Hostel,Ramalayam Gudi,hostel,place_of_worship,Accommodation,Religion,17.4426701,78.3863369,17.4429257,78.3862103,31.47,0.242,False,Likely Distinct
HYD033527,HYD033709,Konaseema Ruchulu,Pepper Green,restaurant,restaurant,Food,Food,17.4265967,78.3292593,17.426317,78.3292152,31.487,0.138,True,Likely Distinct
HYD006873,HYD035526,Morning Dew,Sri Vijaya Durga Irani Dum Tea Stall,guest_house,tea,Accommodation,Food,17.4404283,78.3934664,17.4405949,78.3932268,31.488,0.255,False,Likely Distinct
HYD009402,HYD009425,Pantaloons,SPAR Hypermarket,mall,mall,Shopping,Shopping,17.4254075,78.5497264,17.4251765,78.54989756,31.491,0.231,True,Likely Distinct
HYD000563,HYD035437,FB Bakers,Sri Blaji Mithai Bhandar,bakery,sweet,Food,Food,17.401588,78.5623272,17.401776783333332,78.56254806666666,31.494,0.242,True,Likely Distinct
HYD000581,HYD033651,Ironhill Roastery,Nectar Kitchen & Bar,bakery,restaurant,Food,Food,17.4384127,78.3993212,17.4384489,78.3990271,31.494,0.114,True,Likely Distinct
HYD009117,HYD009167,Devisree jewellers,Shantilal Jewellers,jewelry,jewelry,Shopping,Shopping,17.469515,78.426946,17.469497,78.42665,31.501,0.595,True,Likely Distinct
HYD001870,HYD009384,Coffee Tree,Lulu Mall,cafe,mall,Food,Shopping,17.4902649,78.3928719,17.490053560000003,78.39306922,31.507,0.1,False,Likely Distinct
HYD006116,HYD035407,v fitness gym,gayathri pooja store,fitness_centre,supermarket,Recreation & Sports,Shopping,17.3305811,78.5768589,17.3304948,78.5765763,31.514,0.182,False,Likely Distinct
